20070723 <a href='http://conferences.oreillynet.com/os2007/'>The Perl Conference 11.0 (aka OSCON 2007) in Portland, OR</a>
20070724 <a href='http://conferences.oreillynet.com/os2007/'>The Perl Conference 11.0 (aka OSCON 2007) in Portland, OR</a>
20070725 <a href='http://conferences.oreillynet.com/os2007/'>The Perl Conference 11.0 (aka OSCON 2007) in Portland, OR</a>
20070726 <a href='http://conferences.oreillynet.com/os2007/'>The Perl Conference 11.0 (aka OSCON 2007) in Portland, OR</a>
20070727 <a href='http://conferences.oreillynet.com/os2007/'>The Perl Conference 11.0 (aka OSCON 2007) in Portland, OR</a>

20070813 Dave Rolsky will be visiting and giving his "Introduction to Mason" talk.  ISI, 7 PM.

20070829 <a href='http://vienna.yapceurope.org/ye2007/'>YAPC::Europe 2007 in Vienna, Austria</a>
20070830 <a href='http://vienna.yapceurope.org/ye2007/'>YAPC::Europe 2007 in Vienna, Austria</a>
20070831 <a href='http://vienna.yapceurope.org/ye2007/'>YAPC::Europe 2007 in Vienna, Austria</a>

#20160101    Janurary 1st, 2016.
#20160102    Janurary 2st, 2016.
#20160103    Janurary 3st, 2016.

